# name: diamond
# formula: C
# sites: C1
# refer1: Kittel, ISSP
# refer2:
# schoen:
# notes1: diamond structure
# POT SCF 30 4.4000 0, core-hole, AFOLP (folp(0)= 1.150)
# omega (eV) epsilon_1 epsilon_2 n kappa mu (cm^(-1)) R epsinv
.155000E+02 -.338415E+01 .370944E+01 .626866E-02 .184303E+01 .289533E+02 .457699E+00 .190789E+00
.160000E+02 -.325049E+01 .321958E+01 -.842464E-01 .175756E+01 .284998E+02 .458099E+00 .208729E+00
.180000E+02 -.265611E+01 .195365E+01 -.327306E+00 .145211E+01 .264921E+02 .451593E+00 .297837E+00
.200000E+02 -.210324E+01 .120729E+01 -.484143E+00 .117016E+01 .237197E+02 .437309E+00 .451492E+00
.220000E+02 -.161505E+01 .879847E+00 -.521204E+00 .918824E+00 .204875E+02 .368149E+00 .763650E+00
.240000E+02 -.130106E+01 .730055E+00 -.505693E+00 .738479E+00 .179630E+02 .288337E+00 .117081E+01
.260000E+02 -.112235E+01 .636672E+00 -.487173E+00 .620746E+00 .163576E+02 .232863E+00 .151481E+01
.280000E+02 -.100892E+01 .519344E+00 -.494764E+00 .513957E+00 .145851E+02 .201177E+00 .192504E+01
.300000E+02 -.895386E+00 .394260E+00 -.493764E+00 .389410E+00 .118402E+02 .163386E+00 .236916E+01
.320000E+02 -.772928E+00 .299665E+00 -.450843E+00 .272899E+00 .885010E+01 .112285E+00 .211862E+01
.340000E+02 -.658586E+00 .238677E+00 -.384370E+00 .193886E+00 .668074E+01 .700246E-01 .137592E+01
.360000E+02 -.557723E+00 .197526E+00 -.319318E+00 .145096E+00 .529417E+01 .432299E-01 .841921E+00
.380000E+02 -.470827E+00 .176412E+00 -.262790E+00 .119655E+00 .460828E+01 .275049E-01 .567163E+00
.400000E+02 -.394056E+00 .163343E+00 -.214665E+00 .103997E+00 .421619E+01 .177947E-01 .414801E+00
.420000E+02 -.323937E+00 .168147E+00 -.171537E+00 .101481E+00 .431995E+01 .118490E-01 .346491E+00
.440000E+02 -.276684E+00 .198229E+00 -.141716E+00 .115478E+00 .515003E+01 .964147E-02 .352397E+00
.460000E+02 -.264981E+00 .227553E+00 -.132689E+00 .131183E+00 .611636E+01 .993607E-02 .384360E+00
.500000E+02 -.273130E+00 .205653E+00 -.139106E+00 .119442E+00 .605270E+01 .966864E-02 .360396E+00
.550000E+02 -.211839E+00 .182329E+00 -.106373E+00 .102016E+00 .568693E+01 .604059E-02 .278600E+00
.600000E+02 -.211832E+00 .207919E+00 -.104652E+00 .116111E+00 .706108E+01 .677651E-02 .312929E+00
.650000E+02 -.238958E+00 .171704E+00 -.122157E+00 .977985E-01 .644282E+01 .692567E-02 .282091E+00
.700000E+02 -.221607E+00 .124980E+00 -.114913E+00 .706041E-01 .500900E+01 .511207E-02 .201096E+00
.750000E+02 -.208133E+00 .992817E-01 -.108390E+00 .556759E-01 .423199E+01 .414640E-02 .155883E+00
.800000E+02 -.187264E+00 .700639E-01 -.976456E-01 .388235E-01 .314773E+01 .305025E-02 .105295E+00
.850000E+02 -.163521E+00 .533862E-01 -.849431E-01 .291711E-01 .251309E+01 .219900E-02 .759909E-01
.900000E+02 -.143020E+00 .437311E-01 -.739667E-01 .236121E-01 .215386E+01 .162492E-02 .593912E-01
.950000E+02 -.126442E+00 .398741E-01 -.651134E-01 .213256E-01 .205337E+01 .125383E-02 .521440E-01
.100000E+03 -.118207E+00 .369503E-01 -.607557E-01 .196703E-01 .199360E+01 .108434E-02 .474381E-01
.110000E+03 -.100809E+00 .233182E-01 -.516631E-01 .122943E-01 .137068E+01 .742923E-03 .288204E-01
.120000E+03 -.848670E-01 .166351E-01 -.433347E-01 .869435E-02 .105743E+01 .510247E-03 .198573E-01
.130000E+03 -.724026E-01 .107267E-01 -.368653E-01 .556866E-02 .733715E+00 .360694E-03 .124650E-01
.140000E+03 -.605705E-01 .703432E-02 -.307516E-01 .362876E-02 .514894E+00 .247263E-03 .797027E-02
.160000E+03 -.470967E-01 .301617E-02 -.238311E-01 .154491E-02 .250515E+00 .146040E-03 .332172E-02
.180000E+03 -.338549E-01 .111563E-02 -.170730E-01 .567505E-03 .103533E+00 .742146E-04 .119519E-02
.200000E+03 -.251892E-01 .000000E+00 -.126750E-01 .000000E+00 .000000E+00 .406792E-04 .000000E+00
.250000E+03 -.115808E-01 .000000E+00 -.580729E-02 .000000E+00 .000000E+00 .848062E-05 .000000E+00
.270000E+03 -.570905E-02 .000000E+00 -.285864E-02 .000000E+00 .000000E+00 .205208E-05 .000000E+00
.290000E+03 .311296E-01 .206444E-01 .154966E-01 .101645E-01 .298770E+01 .846885E-04 .194076E-01
.300000E+03 -.209607E-01 .121280E-01 -.105169E-01 .612857E-02 .186344E+01 .374693E-04 .126516E-01
.310000E+03 -.183080E-01 .557906E-02 -.919229E-02 .281542E-02 .884588E+00 .233267E-04 .578901E-02
.320000E+03 -.936966E-02 .541532E-02 -.469213E-02 .272043E-02 .882337E+00 .739006E-05 .551806E-02
.330000E+03 -.110493E-01 .737299E-02 -.553306E-02 .370701E-02 .123988E+01 .111508E-04 .753824E-02
.340000E+03 -.101476E-01 .610391E-02 -.508203E-02 .306755E-02 .105710E+01 .885430E-05 .622947E-02
.350000E+03 -.101529E-01 .710617E-02 -.508300E-02 .357124E-02 .126686E+01 .969688E-05 .725233E-02
.450000E+03 -.742548E-02 .263837E-02 -.371879E-02 .132411E-02 .603918E+00 .391018E-05 .267797E-02
.500000E+03 -.621647E-02 .172382E-02 -.311272E-02 .864602E-03 .438156E+00 .261730E-05 .174545E-02
.600000E+03 -.440438E-02 .931206E-03 -.220451E-02 .466632E-03 .283771E+00 .127221E-05 .939463E-03
.800000E+03 -.250191E-02 .319689E-03 -.125172E-02 .160045E-03 .129770E+00 .398607E-06 .321294E-03
.100000E+04 -.159308E-02 .138033E-03 -.796851E-03 .690718E-04 .700071E-01 .160064E-06 .138475E-03
.150000E+04 -.696905E-03 .288569E-04 -.348519E-03 .144335E-04 .219434E-01 .304292E-07 .288972E-04
.200000E+04 -.387855E-03 .900432E-05 -.193916E-03 .450303E-05 .912807E-02 .940769E-08 .901131E-05
.300000E+04 -.170470E-03 .178953E-05 -.852700E-04 .894842E-06 .272089E-02 .181810E-08 .179014E-05
.500000E+04 -.608915E-04 .223623E-06 -.304759E-04 .111815E-06 .566648E-03 .232205E-09 .223651E-06
.700000E+04 -.309807E-04 .555949E-07 -.154972E-04 .277979E-07 .197221E-03 .600420E-10 .555983E-07
.900000E+04 -.187168E-04 .192871E-07 -.935793E-05 .964366E-08 .879686E-04 .218929E-10 .192878E-07
.150000E+05 -.672812E-05 .216479E-08 -.339746E-05 .108240E-08 .164560E-04 .288570E-11 .216482E-08
.200000E+05 -.378302E-05 .619427E-09 -.190735E-05 .309714E-09 .627818E-05 .909496E-12 .619432E-09
.300000E+05 -.168185E-05 .103385E-09 -.834465E-06 .516926E-10 .157178E-05 .174083E-12 .103385E-09

